name,department,info,cause,symptom
소화성 궤양,소화기내과`노년내과,위궤양은 위점막이 헐어서 궤양이 점막뿐만 아니라 근육층까지 침범한 것을 말합니다.,십이지장 궤양의 중요한 원인은 위산의 과다 분비입니다. 위궤양과 마찬가지로 십이지장 궤양 환자의 90~95%에서 헬리코박터 파일로리균이 발병합니다. 식도를 통과하여 위장에 도착한 음식물은 위산에 의해 잘게 부수어진 형태로 소장으로 넘어가 우리 몸에 영양분으로 흡수됩니다. 그래서 위장과 십이지장 점막은 위산` 각종 소화 효소` 담즙` 복용한 약물` 알코올 등 세포를 손상시키는 물질에 노출되기 쉽습니다. 십이지장 점막은 이러한 공격에 대해 여러 단계로 방어하는데` 이러한 공격과 방어의 균형이 깨질 때 십이지장의 점막이 손상되고 궤양이 생깁니다.  십이지장 궤양은 진통제(해열` 진통` 소염제)에 의해 발생할 수 있습니다. 십이지장 점막 세포층의 재생과 기능을 조절하는 프로스타글란딘(prostaglandin)이라는 물질의 생성 과정이 진통제에 의해 차단되어 점막에 손상됨으로써 궤양이 발생하는 것입니다. 흡연은 십이지장 점막세포의 재생과 점막 아래층 조직의 혈액순환 등에 장애를 유발하여 궤양이 생길 수 있습니다. 흡연자는 십이지장 궤양에 의한 천공` 출혈 등의 합병증 발생률이 더욱 높은 것으로 알려져 있습니다. 심한 스트레스는 궤양을 심하게 합니다.,십이지장 궤양의 특징적인 증상은 공복 시 명치끝에서 느껴지는 통증입니다. 따라서 밤에 자다가 속이 쓰려 일어나는 경우가 많으며` 이때 음식이나 제산제를 먹으면 일단 통증이 가라앉았다가 다시 통증이 시작됩니다. 이러한 과정이 반복됩니다. 십이지장 궤양으로 장출혈` 토혈` 흑색 변` 빈혈 등이 나타날 수 있습니다. 만성적인 십이지장 궤양에서는 십이지장이 막히는 장폐색이 나타나 구토` 체한 증상 등이 지속될 수 있습니다. 십이지장 궤양으로 인해 천공이 생기면 급성 복통이 나타나기도 합니다.
식도 정맥류 파열,소화기내과,식도 정맥류는 식도에 있는 정맥이 혹처럼 부풀어 오르는 질환입니다. 이 질환은 간경변증의 주요 합병증입니다.,간 조직에 혈액을 공급하는 혈관으로는 간동맥과 간문맥이 있습니다. 간문맥은 복강 내에 있는 소장` 대장` 비장에 분포하는 혈관을 통과한 모든 혈액을 큰 정맥을 통해 간으로 이송시키는 혈관입니다. 간경변증은 간 조직이 단단하게 굳어지고` 둥글고 단단한 재생 결절이 생겨 간 조직이 울퉁불퉁해지는 질환입니다. 간경변증이 심해지면 간 조직 내 혈액이 지나가는 통로가 압박을 받고 간문맥에 대한 저항력이 높아지면서 압력이 높아집니다. 이러한 상황을 문맥압 항진증이라고 합니다.  문맥압 항진증이 생기면 복강 내 장기를 통하는 혈액이 간으로 이동하기 힘들어지고` 식도` 위와 같이 간 이외의 다른 부위의 혈관들이 발달합니다. 문맥압 항진증이 더욱 심해지면 식도와 위의 혈관이 더욱 커집니다. 경우에 따라 혈관이 파열되면` 출혈이 발생합니다.  ,식도 정맥류가 생기더라도 출혈이 없으면 증상이 나타나지 않습니다. 식도 정맥류가 파열되어 출혈이 발생하면 증상이 나타납니다. 출혈이 경미하다면 특별한 자각 증상은 없고 대변이 검은색으로 변합니다. 짜장색의 대변이 나옵니다.  출혈이 심하면 혈액이 위에 다량으로 고입니다. 이로 인해 속이 메슥거리고 토하고 싶은 느낌이 듭니다. 구토할 때 검거나 붉은 혈액이 나옵니다. 출혈이 심하면 항문으로 빨간 피가 쏟아집니다. 혈액이 위산과 접촉할 경우 검은 변이 나옵니다. 출혈이 대량으로 발생한 경우에는 위산과 접촉되지 않은 빨간 혈액이 배설됩니다. 출혈이 발생하면 빈혈이 생깁니다. 이로 인해 피부가 창백해지고` 혈압이 떨어짐에 따라 어지럼증이 발생할 수 있습니다. 기운이 없어지고` 식은땀이 나며` 약간의 활동을 하면 숨이 찹니다. 
식도암,소화기내과`종양내과`영상의학과`방사선종양학과`신경외과`이비인후과`흉부외과`위장관외과,식도암은 식도에 생긴 암입니다. 식도암은 위치에 따라 경부 식도암` 흉부 식도암` 위-식도 연결부위암으로 구분되고` 세포의 형태에 따라 편평세포암` 선암` 육종` 림프종` 흑색종 등으로 구분됩니다. 우리나라에서 많이 발생하는 식도암은 편평세포암으로` 전체 식도암의 95% 정도를 차지합니다. 편평세포암은 식도 점막의 상피세포에서 생기는 암으로` 대개 식도의 중부와 하부에 발생합니다. 선암은 식도의 분비샘 조직에서 생기는 암으로` 대개 위 근처인 하부 식도에서 발생합니다.,① 연령` 성별` 인종식도암이 비교적 젊은 나이에 발생하는 지역도 있습니다. 그러나 우리나라에서는 식도암이 젊은 나이에 발병하는 경우는 드물고` 주로 60~70대에 발병합니다. 우리나라에서는 편평상피암이 대부분이며` 이는 주로 남성에게 발생합니다. 식도암의 발생률은 인종과 지역에 따라 큰 차이를 보입니다.          ② 음주` 흡연독주와 과음` 장기간의 흡연은 식도암 발생과 직접적인 연관이 있습니다. 음주와 흡연을 같이 하는 경우 위험성은 기하급수적으로 증가합니다. ③ 식습관` 영양 상태탄수화물을 많이 섭취하고` 동물성 단백질` 채소` 과일 등이 부족한 식생활을 하는 사람들에게 식도암이 많이 발생합니다. 비타민 A` C` E` 나이아신 등이 부족해도 식도암이 발생할 가능성이 커집니다. 불에 탄 음식에 들어 있는 니토로사민과 같은 발암 물질도 식도암을 유발합니다. ④ 전암성 병변식도 질환에는 철분이나 비타민이 부족하여 구강이나 인두` 식도의 점막에 위축이 발생하는 플러머-빈슨 증후군(Plummer-Vinson syndrome)` 장기적인 위-식도 역류로 의해 위-식도 접합부의 직상부 식도 점막에 변화를 보이는 바렛 식도` 식도 협착` 식도이완불능증` 식도 게실 등이 있습니다. 이러한 질환을 지닌 모든 사람에게 식도암이 발병하는 것은 아니지만` 정기적인 검사를 시행할 필요는 있습니다.  이외에 장기간 뜨거운 차를 마시거나` 양잿물 등 식도 점막에 손상을 주는 독극물을 섭취하거나` 방사선 조사 후 나타난 식도의 협착` 즉 '아카라지아'라는 질병의 후유증으로 식도암이 발생하기도 합니다. ,식도암의 주요 증상은 음식을 삼키기 어려움` 식도의 통증입니다. 식도는 음식이 지나가는 통로이기 때문입니다. 하지만 식도는 잘 늘어나는 성질을 가지고 있어 식도암이 작다면 별다른 증상이 나타나지 않을 수도 있습니다. 증상이 나타난다면` 이미 식도암이 상당히 진행되었을 가능성이 큽니다.  식도암이 점차 진행하면` 식도의 내강이 좁아져 음식을 삼키기 어려워집니다. 처음에는 고기` 깍두기 같은 고형 음식을 삼키기 어렵다가` 점차 진행되면 죽` 미음` 물도 삼키기 어렵습니다. 크기가 큰 음식을 먹을 때 걸리는 느낌이 느껴지거나 앞가슴이나 등 쪽에 통증이 나타날 수 있습니다. 이로 인해 식사가 불편해지면서 자연스럽게 식사량이 줄어듭니다. 심한 체중 감소와 영양실조가 동반될 수 있습니다.  식도암이 식도의 내강을 거의 막아서 음식물이 아래로 내려가지 못하면` 식사 후에 먹었던 음식물이 다시 입으로 올라오는 증상이 발생할 수 있습니다. 이와 함께 입으로 올라온 음식물이 기도로 들어가면서 기침이나 흡인성 폐렴 등이 발생할 수도 있습니다. 식도암이 진행하면 식도 주변의 기관(organ)에까지 암이 침윤하면서 여러 증상이 나타날 수 있습니다. 식도암이 목소리를 내는 성대의 후두 신경을 침범하면 목이 쉬고 쉰 목소리가 나옵니다. 식도암이 식도 바로 뒤의 척추를 침범하면 등 쪽에 통증이 발생합니다. 기관(trachea)을 침범하면 기침` 객혈 등의 증상이 생깁니다.
식중독,가정의학과`소화기내과`위장관외과`소아소화기영양과,식중독은 음식물을 섭취함으로써 소화기가 감염되어 설사` 복통 등의 증상이 급성 또는 만성으로 나타나는 질환을 통칭합니다. 정확하게는 식품 매개 질환이라고 하는 것이 맞습니다.,식중독을 일으키는 원인균은 다양합니다. ① 포도상구균포도상구균은 자연계에 널리 분포된 세균의 하나로` 식중독뿐만 아니라 피부의 화농` 중이염` 방광염 등 화농성 질환을 일으키는 원인균입니다. 우리나라에서 살모넬라 식중독 및 장염 비브리오 식중독 다음으로 많이 일어나는 식중독의 원인균입니다. 수십 종의 포도상구균 중에서도 황색 포도상구균이 식중독을 일으킵니다. ② 살모넬라균살모넬라균은 열에 약하여 저온 살균(62∼65℃에서 30분 가열)으로도 충분히 사멸되기 때문에 조리 식품에 2차 오염이 없다면 살모넬라균에 의한 식중독은 발생하지 않습니다. 그러나 가열한 조리 식품을 먹더라도 살모넬라균에 중독될 수 있는데` 이는 가열이 충분치 못하였거나 조리 식품에 2차 오염이 있었기 때문입니다. 살모넬라균은 저온 및 냉동 상태에서뿐 아니라 건조 상태에도 강하여` 이에 의한 식중독은 6∼9월에 가장 많이 발생하며 겨울에는 발생 빈도가 낮은 편입니다. 특히 최근 개` 고양이 등 애완동물과 녹색 거북이가 살모넬라균의 중요한 오염원으로 주목받고 있습니다. ③ 비브리오균비브리오균으로는 비브리오 파라헤몰리티쿠스(장염 비브리오)와 비브리오 콜레라가 있습니다. 육지에서 비교적 가까운 바다나 갯벌에 분포하는 장염 비브리오균은 수온이 20℃가 넘는 환경에서 왕성히 증식하나` 저온에서는 활동이 둔화되며 5℃ 이하에서는 거의 증식할 수 없습니다. 열에 약하여 60℃에서 15분` 100℃에서 수 분 내로 사멸합니다. 장염 비브리오는 바닷물에 분포하고 있기 때문에 해산 어패류가 오염원이 됩니다. 고등어` 문어` 오징어` 피조개 등의 표피` 내장` 아가미 등에 부착된 장염 비브리오균이 조리 과정 중 회에 오염되고` 시간이 경과하며 오염된 장염 비브리오균이 증식하여 직접 식중독을 일으킬 수 있습니다. 또한 어패류에 부착된 장염 비브리오균이 냉장고` 도마` 행주` 칼 및 조리자의 손을 통하여 다른 식품을 오염시키고` 이 식품을 섭취함으로써 2차 오염으로 식중독을 일으킬 수 있습니다. ④ 콜라레균콜레라균의 자연 서식지는 해변가나 강어귀입니다. 적절한 기온에서 감염을 일으킬 수 있을 정도로 균이 증식했을 때 이에 오염된 식수나 음식물을 섭취하여 1차 감염이 발생합니다. 감염된 환자의 대변을 통하여 다시 식수나 음식물이 오염되면 폭발적인 2차 감염이 발생합니다. 오염된 음식물을 섭취한 지 대개 18~24시간 후에 증상이 나타납니다. 짧게는 6시간 이내` 길게는 5일 이후에도 증상이 나타나기 때문에` 콜레라 발생이 예상되는 경우에는 충분히 추적 관찰을 해야 합니다. ⑤ 클로스트리디움 보툴리눔균클로스트리디움 보툴리눔 식중독은 세균에서 생산된 신경 독소에 의해 증상을 일으키는 신경마비성 질환으로` 치사율이 높은 식중독입니다. ⑥ 웰치균웰치균(Clostridium perfringens)에 의한 식중독은 집단 급식 시설 등 많은 사람의 식사를 조리할 경우 발생하기 쉬워서 '집단 조리 식중독'이라고도 불립니다. 웰치균은 열에 강하며` 아포는 100℃에서 4시간 가열해도 살아남습니다. 공기가 있는 경우에는 자랄 수 없는 혐기성 균입니다. 대량의 식사를 한꺼번에 만들기 위해 가열 조리하면 내부의 공기가 방출되어 공기가 없는 조건이 되고` 그 식품을 다시 냉각하더라도 내부의 공기가 희박해져 웰치균이 자라기 좋은 환경이 됩니다. 이러한 환경에서 균이 급속히 증식하여 식중독을 일으킵니다.,식중독의 잠복기와 증상의 정도는 원인 물질에 따라 다르게 나타납니다. ① 포도상구균2~4시간 잠복기를 거쳐 심한 구토` 어지럼증` 두통 등이 나타납니다. ② 살모넬라균6~72시간 잠복기가 있고` 복통` 설사` 열이 있습니다. ③ 비브리오 패혈증12~48시간 잠복기가 있고` 다리에 출혈을 동반한 수포가 생기며` 고열` 패혈증 등이 나타납니다. ④ 이질3일의 잠복기를 거쳐 설사` 복통` 고열이 나타납니다. ⑤ O-157 대장균3~9일 잠복기를 거쳐 심한 복통과 출혈성 설사` 미열을 동반하는 장염이 나타납니다.
신우신염,감염내과`신장내과`소아신장과,급성 신우신염은 신장이나 신우 등 상부 요로계가 감염된 것을 의미합니다. 방광이나 요도의 감염은 하부 요로 감염이라고 합니다.,급성 신우신염의 원인은 대개 세균(박테리아) 감염입니다. 세균이 방광에서 신장으로 거슬러 올라가 발생하는 감염이 대부분입니다. 혈류를 통해 신장에 감염되기도 합니다. 예를 들어 세균 감염에 의하여 방광염이나 요도염이 발생하고` 어떤 원인에 의해 소변이 아래에서 위로 역류하는 이상 현상이 생기면 세균이 신장으로 거슬러 올라가 신우신염이 발생합니다. 대장균에 감염되는 경우가 많습니다. 최근에는 항생제 사용이 증가하면서 항생제 내성균의 감염이 문제가 되고 있습니다.,급성 신우신염에 걸리면 열이 나며 등 뒤의 늑골척추각(맨 아래 갈비뼈와 척추가 만나는 부위)을 살짝만 쳐도 아픕니다. 요도염이나 방광염이 선행되는 경우가 많습니다. 소변을 눌 때 통증이 느껴지거나` 배뇨한 뒤에도 또 소변을 보고 싶어지는 증상이 나타납니다.
심근경색증,심장내과`심장병원,급성 심근경색증은 심장 근육을 먹여 살리는 관상동맥이 갑작스럽게 완전히 막혀서 심장 근육이 죽어가는 질환입니다. '혈전'이라는 피떡이 심장에 혈액을 공급하는 관상동맥을 갑자기 막아서 심장 근육으로 혈액이 공급되지 않아서 발생합니다. 협심증과는 다릅니다.심근경색증이 발생하면 1/3은 병원에 도착하기 이전에 사망합니다. 병원에 도착하여 적절한 치료를 받더라도 사망률이 5~10%에 이르는 무서운 질환입니다.,관상동맥의 벽에 콜레스테롤이 쌓이면 이를 둘러싸는 섬유성 막(fibrous cap)이 생깁니다. 어떤 이유로든 이러한 섬유성 막이 갑작스럽게 파열되면 안쪽에 있던 콜레스테롤이 혈관 내로 노출되고` 이곳에 갑작스럽게 혈액이 뭉쳐서 관상동맥이 완전히 막히게 됩니다.동맥경화반이 파열되는 원인은 정확하게 밝혀지지 않았습니다. 다만 동맥경화반의 불안정화나 혈역학적 원인 등 복합적인 원인에 의해 발생하는 것으로 알려져 있습니다.,심근경색증 환자의 50% 이상은 평소에 아무런 증상이 없습니다. 그래서 평소에 나름대로 예방하거나 건강검진을 하더라도 발견하지 못하는 경우가 많습니다. 따라서 심근경색증이 발생할 경우 빠른 진단과 적절한 치료가 매우 중요합니다.심근경색증이 발생하면 우선 격심한 가슴 통증이 발생합니다. 이때 발생하는 통증은 예전에 경험해보지 못했던 것으로` '가슴이 찢어지듯'` '벌어지는 듯'` '숨이 멎을 것 같은' 통증이 나타납니다. 이러한 고통은 30분 이상 지속되므로 환자들은 대개 이때 죽음의 공포를 경험합니다.
심부전,심장내과`심장병원,울혈성 심부전은 여러 원인으로 인해 심장이 신체 조직이나 기관에서 필요한 혈액(특히 산소)을 공급할 수 없는 병태생리학적 상태를 말합니다. 그 자체가 질병인 것은 아닙니다. 심부전은 급성으로 나타날 수도 있고` 만성으로 나타날 수도 있습니다. 심부전은 흔히 다른 심장 질환` 예를 들면 만성 고혈압` 관상동맥 질환` 판막에 이상이 있는 기계적 결함` 만성적인 부정맥(심방 세동이 가장 흔함) 등의 다양한 원인 질환으로 인해서 나타납니다.,나이가 들면 심장의 기능이 감소하여 울혈성 심부전이 발생할 위험성이 커집니다. 65세 이상 노인 인구의 3~5% 정도에서 울혈성 심부전이 나타납니다. 이 질환은 성인 입원 환자의 5% 정도를 차지합니다. 심심근의 비가역적 손상과 심근경색을 초래하는 관상동맥 질환이 심부전의 가장 흔한 원인입니다. 갑상선기능항진증(대사를 증가시켜 산소 요구량이 증가함)이나 심한 빈혈도 심부전의 원인이 됩니다.,울혈성 심부전의 일반적인 증상으로는 전반적으로 몸이 약해짐` 피곤함` 운동을 조금만 해도 힘듦` 중추신경 증상(착란` 불면` 두통)` 빈맥` 야뇨증` 청색증 등이 있습니다. 또한 전신적 울혈` 폐의 울혈` 말초의 저관류` 교감 신경의 활성 증가로 인한 증상이 나타납니다. 대부분은 초기에 좌심실 부전이 먼저 일어나고` 이것이 우심실의 부담을 증가시켜 결국 우심실 부전이 일어납니다. 1` 좌심실 부전초기 증상은 안정 시` 혹은 이전에는 아무런 불편을 초래하지 않았던 신체적 활동을 할 때 느껴지는 호흡 곤란입니다. 특히 환자가 누웠을 때 호흡 곤란이 현저해집니다(기좌호흡)` 환자가 일어나 앉으면 호흡 곤란이 경감됩니다. 따라서 베개를 높여 주면 증상이 경감됩니다. 급성 발작성 야간호흡 곤란은 좌심부전에서 나타나는 호흡 곤란의 한 형태입니다. 환자는 잠든 지 2~4시간 후에 질식감을 느껴 잠을 깹니다. 주의 깊게 문진을 해보면 뚜렷한 징후 및 증상 발작이 나타나기 직전에 목을 졸라서 질식하였다든지 물에 빠졌다든지 하는 악몽일 꾸는 경우가 있습니다. 급성 발작성 야간호흡 곤란에서 천명` 천식과 비슷한 호흡을 수반하는 경우 ‘심장성 천식’이라고 합니다. 또한 급성 폐부종에서는 핑크색 거품이 많은 객담이 나타납니다. 2` 우심실 부전우심실 부전의 특징은 체순환계 정맥울혈과 부종입니다. 우심실 부전의 원인은 좌심실 부전인 경우가 많습니다. 그러나 우심실 부전은 폐고혈압` 폐색전` 폐동맥 협착` 심방 중격 결손 등에 의해 일어나기도 합니다. 경정맥압이 상승하고` 말초성 부종을 동반합니다. 우심실이 증가된 혈액을 다 수용하지 못하여 정맥압이 상승합니다. 이로 인해 복부(특히 간)에 울혈이 생깁니다. 위장관계 증상(복부 팽만` 식욕 부진` 오심` 구토` 변비 및 복통)` 복수가 생기기도 합니다. 또 신장의 관류량이 적어서 소변량이 감소하고 고질소혈증이 생길 수 있습니다. 
알코올성 간 질환 / 간 병변 / 간암,소화기내과,알코올성 간질환은 과다한 음주로 인해 발생하는 간질환을 의미합니다. 무증상 지방간부터 알코올성 간염` 간경변` 말기 간부전에 이르는 다양한 질환을 말합니다.,알코올성 간질환은 과도한 음주로 인해 발생합니다. 과도한 음주량의 기준은 유전적인 특징` 성별에 따라 개인적인 차이가 있습니다. 그러나 하루 80g 이상의 알코올을 10~20년 정도 매일 섭취하는 경우` 알코올성 간염이나 간경변이 발생할 가능성이 큽니다. 일반적으로 비교적 안전하다고 여겨지는 음주량은 남성은 일일 40g` 여성은 일일 20g 이하입니다. 그러나 여성의 경우 남성보다 알코올을 적게 섭취해도 알코올성 간질환으로 이행할 수 있습니다. 보통 술 한 잔에 10g의 알코올이 들어 있습니다.,알코올 과다 섭취로 인한 간경변증의 발생 가능성은 유전적인 특징` 성별에 따라 개인별로 차이가 있습니다. 일반적으로 하루 80g 이상의 알코올을 10~20년간 섭취한 경우` 약 20%에서 알코올성 간경변증이 발생합니다. ① 알코올성 지방간대부분 무증상입니다. 그러나 간이 정상보다 큰 경우는 오른쪽 상복부의 통증을 호소할 수 있습니다. ② 염증이 진행된 알코올성 간염무력감` 피로감` 발열` 오심과 구토` 식욕 부진` 눈의 흰자가 노래지는 황달 등을 호소합니다. 약 30%는 복수(복막에 물이 차는 증상)가 동반됩니다. ③ 알코올성 간경변복수` 식도정맥류(식도 혈관의 압력이 증가하여 식도 정맥의 수와 크기가 증가하고` 이에 따라 정맥이 혹처럼 부풀어 오르는 증상)의 출혈` 간성 혼수(의식이 흐려지거나 다른 사람처럼 행동함) 등이 나타납니다. 
약물에 의한 급성 신손상,소화기내과,약물로 인한 급성 신손상이다.,,
역류성 식도염,가정의학과`소화기내과`위장관외과`소아소화기영양과,위식도 역류성 질환은 위 내용물이 소량씩 식도로 역류하고` 이러한 역류의 과정이 반복되어 식도 점막이 손상되어 염증이 나타나는 질환을 의미합니다. 이는 위와 식도 사이에서 위의 내용물이 식도로 올라오는 것을 막아 주는 조임쇠 역할을 하는 괄약근에 이상이 생겨 발생합니다.,위식도 역류성 질환은 다음과 같은 원인으로 발생합니다. ① 위 내용물의 양적 증가식후나 유문 협착` 위 내용물 정체` 위액 분비 과다 등으로 위 내용물이 증가하면` 이것이 십이지장으로 배출되지 못하고 식도로 역류할 수 있습니다. 특히 눕거나 구부리는 자세로 인해 위 내용물이 식도 가까이에 위치하면 역류가 잘 일어납니다. ② 위 내부 압력 및 복압 증가비만` 임신` 복수 등으로 위 내부의 압력이 증가하거나` 복대 착용` 잦은 기침 등으로 복압이 증가하면 역류가 잘 일어납니다. ③ 괄약근 압력 감소위와 식도 사이에 있는 괄약근의 압력이 줄어드는 문제가 생기면 역류가 잘 일어납니다. 괄약근의 압력은 대개 기름진 음식` 음주` 흡연에 의해 감소합니다. 칼슘길항제` 항콜린제` 안정제` 테오필린 등의 약물도 괄약근 압력 감소에 영향을 끼칩니다. 커피` 초콜릿` 박하` 오렌지주스 등의 음식도 악영향을 끼칠 수 있습니다. 위와 같은 원인으로 위 내용물이 식도 점막에 손상을 입힐 수 있습니다. 위 내용물에 포함된 위산` 음식물` 소화 효소 등으로 식도를 자극하면 통증` 기침 등이 나타나고 염증을 일으킵니다. 이 때문에 통증` 출혈` 연하(삼킴) 곤란 등의 증상이 나타납니다.,위식도 역류성 질환의 전형적인 증상은 가슴쓰림과 위산 역류 증상입니다. ① 가슴쓰림가슴쓰림(heartburn)은 대개 명치끝에서 목구멍 쪽으로 치밀어 오르는 것처럼 흉골 뒤쪽 가슴이 타는 듯한 증상을 말합니다. 환자는 이러한 증상을 ‘가슴이 쓰리다` 화끈거린다` 따갑다` 뜨겁다’ 등으로 묘사합니다. 이 통증은 견갑골(날개뼈) 사이` 목` 팔 쪽으로 뻗어갈 수 있습니다. ② 위산 역류위산 역류는 위액이나 위 내용물이 인두(식도와 후두 사이)로 역류하는 현상을 말합니다. 환자는 시고 쓴맛을 호소합니다. 대개 많은 음식을 먹은 후` 혹은 누운 자세에서 쉽게 발생합니다. 일부 위식도 역류 질환 환자는 협심증으로 오인할 정도의 심한 흉통을 호소합니다. ③ 기타- 소화기 증상(연하 곤란` 연하통` 오심 등)- 이비인후과 증상(만성적인 후두 증상` 인후 이물감` 기침` 쉰 목소리` 후두염` 만성 부비동염 등)- 호흡기계 증상(만성 기침` 천식 등) : 만성 기침 환자 중에서 역류성 식도염이 원인인 경우가 5~7%를 차지합니다. 또한 천식과 역류성 식도염이 동시에 있는 사람에게 역류성 식도염 치료제를 투여하면 천식 증상이 함께 호전된다는 보고가 있습니다.- 비전형적인 증상(충치 등) 
연쇄상구균 감염 후 사구체신염,신장내과,사구체신염은 면역 기능 이상에 의해 사구체에 염증 반응이 일어났을 때 그에 따른 증상과 징후가 발생하는 질환을 통칭합니다.,사구체신염의 원인은 매우 다양합니다. 주로 면역학적 기전에 의해 발생합니다. 이러한 면역학적 원인 외에도 대사 장애` 혈류역학적 손상` 독성 물질` 감염 및 유전 등이 사구체신염의 원인이 됩니다. ,사구체신염의 증상은 원인이 되는 질환에 따라 다릅니다.  ① IgA 신증  ② 신증후군하루 3`0g 이상의 심한 단백뇨와 부종이 나타납니다. 일차적인 원인에는 미세변화 사구체병증` 국소성 분절성 사구체경화증` 막성 사구체병증` 막증식성 사구체신염 등이 있습니다. 타 질환에 동반된 이차성 신증후군의 원인으로는 당뇨병성 신장병증이 가장 많습니다. 이외에 낭창성 신염` B형 간염 바이러스에 의한 신염 등이 있습니다.                      ③ 급성 감염 후 사구체신염 소아나 젊은 성인에게 잘 발생합니다. 수일~수주에 걸쳐 핍뇨` 혈뇨와 단백뇨` 신기능 저하` 부종 및 고혈압이 나타납니다. 주로 연쇄상구균에 의한 편도선염` 피부 감염이 발생한 이후 이차적으로 나타나는 경우가 많습니다. ④ 급속 진행형 사구체신염수주~수개월 내 신부전으로 진행되는 사구체신염입니다. 그 원인에는 혈관염` 막증식성 사구체신염` 전신성 홍반성 낭창` 한냉단백혈증` IgA 사구체신염` 급성 감염 후 사구체신염 등이 있습니다.  ⑤ 무증상성 요 이상아무런 증상 없이 요 검사상 혈뇨 또는 가벼운 단백뇨가 발견되는 경우입니다. IgA 사구체신염에 의해 발생한 경우가 가장 흔합니다.
