name,department,info,cause,symptom
염증성 장질환,소화기내과`대장항문외과`소아소화기영양과,크론병은 입에서 항문까지 소화기관 전체에 발생할 수 있는 만성 염증성 장질환입니다. 궤양성 대장염과 달리 장의 모든 층에 염증이 침범할 수 있습니다. 주로 대장과 소장이 연결되는 부위인 회맹부에 발병하는 경우가 흔하고` 그 다음으로 대장` 회장 말단부` 소장 등에서 많이 발생합니다.,크론병의 원인은 아직 정확히 알려지지 않았습니다. 마이코박테리아 감염` 홍역바이러스 감염` 소화관 내에 정상적으로 존재하는 세균에 대한 과잉 면역 반응이 원인으로 여겨집니다. 젊은 사람들에게 흔히 발생하며` 15세~35세 사이에 발견되는 경우가 많습니다. 한 가족 내에 크론병 환자가 여러 명 나타나는 것으로 보아` 이 질환은 유전적 영향이나 환경적 영향을 받는 것으로 여겨집니다. 또한 크론병과 흡연은 밀접한 관련이 있습니다. 흡연은 크론병의 발생을 촉진하며` 흡연자는 수술 후 재발률이 높고 증상이 악화될 수 있습니다.,크론병의 증상은 환자에 따라 종류와 정도가 다양하게 나타납니다. 가장 특징적인 증상은 증상기(복통과 설사 등의 증상이 나타나는 시기)와 무증상기(특별한 처치 없이 증상이 회복되어 아무런 증상도 나타나지 않는 시기)가 반복된다는 것입니다. 복통은 간헐적으로 나타나는 산통과 유사합니다. 주로 하복부에 나타납니다. 설사는 약 85%의 비율로 나타납니다. 설사 증상은 일반 설사와 같으며` 설사에 고름이나 혈액` 점액이 섞이는 경우는 거의 없습니다. 전체 환자의 1/3에서 체중 감소가 나타납니다. 오심` 구토` 발열` 밤에 땀을 흘리는 증상` 식욕 감퇴` 전신적인 허약감` 근육량 감소` 직장 출혈 등이 나타납니다. 입안의 점막과 식도` 위막에 염증이 생기기도 합니다. 급성으로 발현되면 체온이 상승하고` 백혈구의 수치가 증가하며` 오른쪽 복부 아래쪽에 심각한 통증이 나타납니다. 소장과 대장에 모두 염증이 침범하는 경우가 55% 정도` 소장에만 염증이 침범한 경우가 30% 정도` 대장에만 염증이 침범한 경우가 15% 정도를 차지합니다. 병변 부위는 정상 부위 – 병변 부위 – 정상 부위가 반복되는 듯 건너뛰어 있는 양상을 보입니다. 장이 복벽에 위치할 수 있도록 지지해주는 장간막도 두꺼워져 있습니다. 비대해진 림프절을 관찰할 수 있습니다. 크론병 환자의 90% 이상은 항문 질환이 있습니다. 항문 직장(Anorectal area) 주위에 농양이 생기는 경우가 있고` 이로 인해 치루가 생기기도 합니다. 만성적인 장의 염증으로 인해 누공이 생길 수 있고` 상처와 장폐색이 나타날 수 있습니다. 누공과 농양이 장의 벽을 관통하는 큰 구멍을 만들기도 합니다. 이외에 장의 기능 이상과 관련 없이 관절통` 관절염이 나타나기도 합니다. 피부` 눈` 간` 신장에 이상이 생기기도 합니다. 골밀도가 감소하여 골다공증이 생기는 경우도 있습니다. 
요로 감염,신장내과`노년내과`비뇨의학과`소아신장과`소아비뇨의학과,요로 감염은 신장` 요관` 방광` 요도` 전립선 등 요로계에 미생물이 침입하여 염증성 반응을 유발하는 것을 의미합니다.,요로 감염의 원인균 중 85%가 대장균입니다. 감염 경로 중에는 요도로부터 방광으로 올라가는 상행성 감염이 대부분을 차지합니다. 여성에게 빈번하게 발생합니다. 요로 감염은 해부학적 이상이나 기능적 이상이 없어도 발생합니다. 비뇨기계 관련 수술이나 기계적 조작에 의해 발생할 수도 있습니다.,요로 감염의 증상은 감염 부위에 따라 차이가 있습니다. 상부 요로 감염인 신우신염의 경우에는 발열` 오한` 옆구리 통증` 배뇨통` 빈뇨` 야간뇨` 절박뇨` 오심` 구토가 나타납니다. 반면` 하부 요로 감염인 방광염은 배뇨통` 빈뇨` 절박뇨 등 배뇨 이상 증상만 나타납니다. 요도염의 잠복기는 3~10일이며` 길게는 3주까지 나타납니다. 요도 분비물` 배뇨통` 요도 가려움증 등의 증상이 나타납니다. 때로는 증상이 없을 수도 있습니다.`
요로결석,비뇨의학과,요관 결석은 말 그대로 요관에 위치한 결석을 말합니다. 소변은 신장에서 피를 걸러 생성되어 배출되고` 신우와 요관을 거쳐 방광에 도달하여 그곳에 모여 있다가` 요도를 통해 배설됩니다. 이렇게 소변이 생성되어 배출되는 경로를 요로라고 하고` 이 중 신장과 방광 사이의 요로를 요관이라고 합니다.,요관 결석은 수분 섭취 감소로 요석 결정이 소변에 머무르는 시간이 길어져서 요석이 생김으로써 발생합니다. 유전적인 영향이 있다는 이론도 있습니다. 여성보다 남성의 발생률이 높습니다. 젊은 연령층에서도 잘 발생합니다. 또한 온도와 계절은 요로 결석 발생에 중요한 요인으로 작용합니다. 여름에 땀을 많이 흘리면 소변이 농축되어 요관 결석이 잘 생길 수 있습니다.,요관 결석의 대표적인 증상으로는 극심한 옆구리 통증과 측복부 통증이 있습니다. 환자들은 대개 통증이 너무 심하여 응급실을 방문합니다. 갑자기 통증이 생겼다가 지속되다가 사라지는 상태가 반복될 수 있습니다. 통증은 남성의 경우 하복부` 고환` 음낭까지` 여성의 경우 음부까지 뻗어가기도 합니다. 심한 경우 구역` 구토` 복부 팽만 등이 함께 나타나기도 합니다. 때로는 혈뇨 혹은 발열을 동반할 수 있습니다.
요붕증,내분비내과`소아내분비대사과,우리 몸이 제 기능을 하기 위해서는 항상 적절한 수분이 필요합니다. 우리 몸의 수분 상태를 조절해 주는 가장 중요한 물질 중 하나가 바로 항이뇨호르몬입니다. 이 항이뇨호르몬은 뇌하수체에서 분비되며` 신장에서 소변을 통해 빠져나가는 수분 중 우리 몸이 필요한 만큼의 수분을 재흡수하도록 조절합니다. 만일 뇌하수체에서 항이뇨호르몬이 제대로 분비되지 않거나` 항이뇨호르몬이 신장에서 작용하지 못하면 몸에서 필요한 수분이 재흡수되지 못하고 소변을 통해 필요 이상 많이 빠져나갑니다. 이처럼 항이뇨호르몬 분비가 부족하거나 신장에서 제 기능을 하지 못하는 상태를 요붕증이라고 합니다.,요붕증은 뇌하수체 후엽에서 분비되는 항이뇨호르몬이 부족하거나` 항이뇨호르몬은 정상적으로 분비되지만 신장에 문제가 있어 항이뇨호르몬이 정상적으로 작용하지 못할 때 발생합니다. 두 가지 원인 중에서 주로 뇌하수체 후엽에서 분비되는 항이뇨호르몬의 결핍이 원인이 되는 경우가 많습니다. 뇌하수체 후엽에서 항이뇨호르몬 분비가 감소하는 원인은 뇌하수체 종양` 외상` 수술` 감염 등이 있습니다. 뚜렷한 원인을 찾지 못하는 경우도 있습니다. ,요붕증 환자는 심한 갈증` 다뇨(소변을 매우 많이 봄) 증상 이외에도 탈수로 인한 허약감` 구각 점막이나 피부의 건조 증상이 나타날 수 있습니다. 탈수가 심해지면 의식을 잃거나 열이 날 수도 있습니다. 영아의 경우에는 탈수 상태에서 수분 보충이 이루어지지 않으면 발열` 경기` 구토 증상이 있을 수 있습니다. 심한 경우 뇌손상을 초래하기도 합니다.
요실금,비뇨의학과,요실금은 자신도 모르게 소변이 흐르는 증상을 말합니다. 갑작스럽게 배의 압력이 높아질 때(재채기를 하거나 크게 웃을 때` 뛰거나 줄넘기 등 운동을 할 때 등)` 소변이 마려운 느낌이 들면서 바로 소변이 흘러나올 수 있습니다.,요실금의 원인은 다양합니다. 자연 분만 후 방광을 지지하는 골반 근육이 느슨해져서 방광과 요도가 복압을 견뎌낼 수 없는 위치로 처져서 요실금이 생길 수 있습니다. 신경이 손상되어 요도 괄약근의 기능이 저하되어 요실금이 생길 수도 있습니다. 폐경` 급성 및 만성 방광염` 골반부 수술` 방사선 치료의 합병증` 당뇨의 합병증` 중추 및 말초 신경 질환 등으로 발생할 수 있습니다.,요실금이 발생하는 원인이 다양한 만큼` 요실금의 종류 또한 매우 다양합니다.
용혈병,혈액내과,자가면역용혈질환은 적혈구 내부의 특수 항원에 대한 항체가 형성되어 적혈구가 일찍 파괴되어 나타나는 후천성 용혈빈혈입니다.,온난 자가항체에 의한 용혈빈혈에는 일차형과 이차형이 있습니다. 일차형은 원인을 알 수 없는 경우를 말합니다. 이차형은 림프종` 홍반성 낭창(SLE` 혈관 및 결체 조직을 침범하는 전신 질환)과 같은 질환과 관련하여 발생하는 경우를 말합니다. 약 20%는 약물에 의해 발생합니다. 한랭 자가항체는 정상적으로도 혈액 내에 적은 양이 존재하는 항체입니다. 그러나 바이러스나 세균의 하나인 폐렴 마이코플라즈마(Mycoplasma pneumoniae)에 감염되면 항체가 증가합니다. 추위에 노출되면 혈관 내에서 용혈을 일으켜서 증상이 나타납니다. 발작성 한랭혈색소뇨는 특이한 항체인 도나트-란트슈타이너(Donath-Landsteiner) 용혈소에 의해 일어나는 용혈빈혈입니다. P항원과 잘 반응합니다. 선천성으로 발생하거나` 후천성 매독` 바이러스 감염 등과 관련하여 발생합니다.,온난 자가항체로 인해 나타나는 용혈빈혈에는 급성형과 만성형이 있습니다. 급성형은 70~80%를 차지하며` 2~12세에 호흡기 감염 후에 잘 생깁니다. 증상은 보챔` 안면 창백` 발열` 황달 등입니다. 혈색소뇨증이나 비장 비대가 3~6개월간 지속됩니다. 스테로이드 제제에 잘 반응하여 완전 회복되는 것이 특징입니다. 만성형은 주로 영아기나 12세 이후에 발생합니다. 수개월 내지 수년 동안 용혈이 지속됩니다. 자주 전신 질환과 연관되어 나타납니다. 만성형은 스테로이드 제제에 일정하게 반응하지 않습니다. 소아 환자는 안면 창백` 무기력` 식욕 부진` 황달` 흑색뇨` 복통 등을 호소합니다. 빈혈 관련 증상과 함께 간비종대가 보입니다. 증상의 경중은 주로 용혈의 정도에 비례합니다. 우리 몸에서는 적혈구가 파괴되고 남은 물질인 헴 단백을 간에서 분해해서 처리합니다. 그 결과 만들어지는 물질이 빌리루빈입니다. 이 빌리루빈은 노란색을 띠고 있기 때문에 몸 안에서 증가하면 눈 색이 노랗게 됩니다. 또한 소변으로 배설되기 때문에 적갈색을 띠게 됩니다. 경우에 따라서는 용혈이 된 결과 헤모글로빈 단백 형태로 있던 헴 단백이 깨져서 소변 내에 돌아다닙니다. 이러한 단백들이 바로 소변으로 배설되기도 하며` 이 경우 적갈색의 소변이 나오기도 합니다. 한랭 자가항체에 기인하는 용혈빈혈은 추위에 노출되면 혈관 내 용혈을 일으킵니다. 다른 용혈빈혈과 동일한 증상을 나타냅니다.
원발성 알도스테론증,가정의학과`심장내과,고혈압은 혈압이 여러 원인으로 인해 높아진 상태를 의미합니다.,,
위암,소화기내과`종양내과`방사선종양학과`위장관외과`암병원,위에 발생하는 악성 종양에는 위 선암` 림프종` 위 점막하 종양` 평활 근육종 등이 있습니다. 이 중에서 위 선암이 98%를 차지합니다. 따라서 위암은 일반적으로 위 선암을 말합니다. 위암은 위의 점막에서 발생합니다. 시간이 지남에 따라 점막하층` 근육층` 장막하층` 장막층으로 침윤합니다. 위암은 점막 또는 점막하층을 따라 위 내에 넓게 퍼지기도 하고` 점막층에서 장막층을 향해 깊이 퍼지기도 합니다. 위 주변의 임파선을 따라서` 혹은 혈류의 파급에 의해 간` 폐` 뼈 등의 여러 부위로 퍼질 수 있습니다.,위암의 원인으로는 만성 위축성 위염` 장 이형성` 위소장 문합술` 식이 요인` 헬리코박터 파일로리균(Helicobacter pylori) 감염` 유전 요인` 기타 환경적 요인 등이 있습니다. 1` 만성 위축성 위염만성 위축성 위염은 위암으로 진행할 위험도가 높은 일종의 전구 병변입니다. 위암으로 진행될 때까지 걸리는 기간은 16~24년 정도입니다. 2` 장 이형성위점막 세포의 장 이형성(위장에 소장의 선세포가 나타나는 현상)은 위암의 전 단계 병변으로 알려져 있습니다. 3` 위소장 문합술위와 소장을 연결해 주는 수술을 받으면 위 산도가 떨어집니다. 이로 인해 세균이 증식하고 박테리아가 군집합니다. 그 결과 수술 후 20년이 경과하면 위암 발병 위험도가 3~5배 높아집니다. 4` 식이 요인위암 발병의 중요한 원인으로 식이 요인을 들 수 있습니다. 질산염 화합물(식품 처리제` 염장식품` 가공 육류` 훈제식품)` 고염 식품(염장 채소` 염장 생선)` 불에 태운 음식` 술` 담배 등은 위암의 위험도를 높입니다. 채소` 과일` 비타민 등은 항암 효과가 있습니다. 5` 헬리코박터 파일로리균(Helicobacter pylori) 감염헬리코박터 파일로리균에 감염되면 위암 발병 위험도가 2`8~6배 증가합니다. 6` 유전 요인우성 유전 질환인 선종성 대장폴립 환자는 일반인에 비해 위암 발병 빈도가 약 7배 정도 높습니다. 직계 가족에게 위암이나 대장암이 있으면 위암에 대한 정기 검진을 받아야 합니다. 7` 환경적 요인위암을 유발하는 환경적 요인으로 석면` 철가루 먼지` 공해` 전리방사선` 흡연` 방부제` 농약` 산업폐기물 등이 있습니다. 불행히도 위암은 대부분 초기에 별다른 증상을 보이지 않습니다. ,위암의 증상으로는 상복부 불쾌감` 상복부 통증` 소화불량` 팽만감` 식욕 부진 등이 있습니다. 하지만 이러한 증상은 위염이나 위궤양의 증세와 유사합니다. 이 때문에 소화제나 제산제를 장기 복용하며 대증 요법을 하는 경우가 많아 수술 시기를 놓치기도 합니다. 위암을 조기에 치료받지 않으면 점차 진행되어 복부에 딱딱한 덩어리가 만져질 수 있습니다. 또한 구토` 토혈` 하혈` 체중 감소` 빈혈` 복수에 의한 복부 팽만 등의 증상이 생길 수 있습니다. 이런 경우에는 치료 결과가 좋지 않을 정도로 암이 진행된 경우가 많습니다. 
윌슨병,소화기내과`신경과`의학유전학센터`간이식ㆍ간담도외과`소아내분비대사과`소아소화기영양과`의학유전학과,윌슨병(Wilson's disease 또는 Hepatolenticular degeneration)은 구리 대사의 이상으로 인해 주로 간과 뇌의 기저핵에 과다한 양의 구리가 축적되는 유전 질환입니다.,윌슨병은 상염색체 열성으로 유전됩니다. 부모 양쪽 모두가 보인자라면 자녀가 환자일 확률은 25%입니다. 우리나라에서는 일반인 가운데 90~100명 중 1명의 빈도로 윌슨병의 유전자를 가지고 있습니다. 윌슨병은 구리의 흡수에 관여하는 효소인 copper transporting P-type ATPase(ATP7B) 유전자의 돌연변이에 의해 발생합니다. 이 유전자는 13번 염색체 장완 q14`3에 위치합니다. 이 유전자의 이상으로 구리가 간장 세포 내에서 미세 담도로 배출되지 못합니다. 또한 구리가 세룰로플라스민과 결합하지 못하여 혈액 내로 배출되지 못함으로써 간장 세포` 적혈구` 뇌 등의 장기에 구리가 침착되고 중독 증상이 나타납니다. 유전자 발견 이후` 윌슨 유전자에 대한 돌연변이 연구가 집중적으로 이루어졌습니다. 그 결과 유전자의 돌연변이 양상에 동서양 간 차이가 있음이 확인되었습니다. 전체적으로 윌슨병 환자의 80% 정도에서 ATP7B 유전자의 돌연변이를 발견할 수 있습니다. 한국인의 경우 R778L이 30% 정도를 차지하여` 가장 흔한 돌연변이임이 최근에 밝혀졌습니다. 이 밖에 A874V과 N1270S도 각각 15% 정도를 차지하여 비교적 흔한 돌연변이에 해당합니다.,윌슨병의 주 증상은 간 질환과 신경 질환입니다. 정신과적인 문제를 보이기도 합니다. 15세 이전에는 주로 간 질환이 나타나고` 15세 이후에는 신경 증상을 보입니다. 약 40~50%의 환자가 간 장애를` 35~50%의 환자가 신경 증상이나 정신과적인 증상을 보입니다. 신경 증상을 보이는 거의 모든 환자에게 각막환(Kayser-Fleischer ring)이 나타납니다. 다양한 형태로 발생하며 원인을 설명하기 힘든 신경학적 이상` 정신과적 이상` 간염` 용혈성 빈혈` 뼈 이상` 혈뇨 등이 나타날 수 있습니다. 이 밖에도 가족 검사나 일반 건강 검진으로 간 기능 이상이 발견되는 경우도 있습니다. 1` 간 이상소아에게는 주로 간 질환이 나타납니다. 간에 구리가 축적되어 증상이 나타나므로 보통 5세가 지나야 발병합니다. 간에 구리가 침착되면 처음에는 간 효소치만 약간 증가하고 증상이 없는 간장 비대만 나타납니다. 결국은 만성 활동성 간염` 간경화` 문맥압 항진증으로 진행합니다. 간혹 급성 전격성 간염이 발생하여` 급격히 간성 혼수로 빠지면서 사망에 이를 수도 있습니다. 2` 신경계 이상윌슨병의 신경계 증상은 대뇌 기저핵 손상으로 인하여 발생합니다. 사춘기 이전에 증상이 나타나는 경우는 드물고` 대부분 15세 이후 청소년기에 나타납니다. 대뇌 기저핵이 손상되어 구음 장애` 연하 장애` 무표정한 얼굴` 비정상적인 눈의 움직임` 미세 운동 장애` 근 긴장 이상` 근 긴장 이상 자세` 운동 장애(불안정한 보행` 무도증` 근위부 진전 등)가 나타납니다. 3` 정신과적 이상구리가 뇌에 중독되어 정신과적 이상이 나타납니다. 과잉 행동` 불안 또는 공포` 정서 불안` 감정 조절의 어려움` 조울증` 비정상적인 행동` 집중력 저하` 인성 변화` 정신분열증의 증상이 나타납니다. 이 중에서 가장 흔한 증상은 비정상적인 행동입니다. 구리를 제거하는 약물 치료로 정신 증상이 호전되기는 하지만` 추가적인 치료가 필요합니다. 4` 안과적 이상각막의 테두리를 따라서 황록색의 특이한 각막환(Kayser-Fleischer ring)이 나타납니다. 육안으로는 잘 볼 수 없고` 세극등 현미경(slit lamp) 검사로 확인할 수 있습니다. 간 질환만 있는 경우에는 안과적 이상이 없을 수도 있습니다. 그러나 신경 증상이 있는 대부분의 환자에게서 안과적 이상이 관찰됩니다. 해바라기 모양의 백내장` 외사시` 야맹증 등이 올 수도 있습니다.   5` 혈액 이상때로는 과량의 구리가 용혈성 빈혈을 유발합니다. 6` 신장 이상주로 근위세뇨관의 손상으로 나타납니다. 혈뇨` 아미노산뇨증` 요비중의 감소` 당뇨` 요산뇨증(uricosuria)` 과인산뇨증(hyperphosphaturia)` 신세뇨관성산증(renal tubular acidosis) 등의 판코니(Fanconi) 증후군이 나타날 수 있습니다. 그 결과 뼈가 아프고` 성장기의 소아가 잘 자라지 않고` 등이 굽을 수 있습니다. 7` 골격 이상과인산뇨증 때문에 혈중 인산의 농도가 낮아집니다. 그 결과 골다공증` 구루병` 뼈의 골절 등이 나타날 수 있습니다. 8` 관절통관절통이 올 수 있습니다. 대개 무릎 관절의 통증을 호소하는 경우가 많습니다. 9` 내분비 이상여성의 경우 난소 기능 장애로 이차성 무월경 등이 발생하기도 합니다. 
유당불내증,가정의학과,유당은 우유에 함유된 물질입니다. 유당 분해 효소인 락타아제가 부족한 사람이 유당을 섭취하면` 유당이 소장에서 삼투 현상에 의해 수분을 끌어들임으로써 팽만감과 경련을 일으키고` 대장을 통과하면서 설사를 유발합니다. 이러한 현상을 유당분해효소결핍증이라 합니다.,유당분해효소결핍증의 원인은 크게 3가지로 분류됩니다. ① 일차성 유당분해효소 결핍광범위하게 나타납니다. 인종에 따라 발생률이 다릅니다. 유제품(우유` 치즈` 아이스크림` 요거트 등) 섭취 정도와 유당을 소화할 수 있는 개인의 능력과 관계가 깊습니다. 동양인은 어려서부터 락타아제의 결핍이 나타나 백인과 비교하였을 때 유당분해효소결핍증이 있는 경우가 많습니다.  ② 이차성 유당분해효소 결핍유당분해효소를 분비하는 소장 세포가 장내 감염(로타바이러스 등) 등에 의해 손상을 받아 염증이 발생하면` 염증이 자연 치유되면서 락타아제 세포가 함께 소실되어 재생되지 않을 수 있습니다. 락타아제가 소실된 상태에서 우유를 섭취하면 유당이 제대로 소화되지 못하여 대장으로 직접 이동하여 유당분해효소결핍증이 나타납니다. ③ 선천성 유당분해효소 결핍상염색체 열성 유전 질환으로` 드물게 나타납니다. 신생아가 모유나 우유를 섭취한 후 난치성 설사 현상을 나타냅니다.,우유를 마신 후 속이 불편하거나 더부룩한 느낌` 설사와 복통` 복부 팽만` 오심 등의 증상이 나타날 수 있습니다. 증상을 일으키는 유당량은 개인마다 다릅니다. 유당 섭취량` 락타아제의 결핍 정도` 섭취 유당 함유 식품의 형태에 따라 좌우됩니다.
유방낭종,유방외과`피부과,낭종이란 주위 조직과 뚜렷이 구별되는 막과 내용물을 지닌 주머니를 말합니다. 낭종은 신장` 간` 유방` 피부 등 어느 부위에나 생길 수 있습니다. 통상적으로 낭종이 한번 형성되면 수술로 제거되지 않는 한 없어지지 않고 평생 지속됩니다. 낭종의 대부분은 양성이어서 건강에 큰 영향을 미치지 않지만 간혹 암이나 전암성 병변(암이 되기 전 단계의 병변)일 수 있으며` 심각한 기저질환을 의미할 수도 있습니다.,유방낭종은 여성호르몬의 농도에 영향을 받습니다. 낭종은 피부 바로 밑에서 느껴지기도 하고 유방 심부(깊은 곳)에 발생하기도 합니다. 대개 통증은 없으며 단독보다는 다발성으로 잘 생기고 양측성으로도 생기며` 몇 가지의 임상적 단계를 거치거나 한 가지 형태로만 나타날 때도 있습니다. 원인은 확실하지 않지만 월경주기의 에스트로겐 수준과 관련이 있는 것으로 보이며` 폐경 후 에스트로겐이 분비되지 않으면 증상이 완화됩니다.,대개 둔하거나 쑤시는 통증이 결절 부위에 있으며 생리 직전에 통증이 심합니다. 어떤 경우에는 통증은 없고 덩어리나 유두 분비물만을 호소하는 경우도 있습니다.
유방농양,유방외과,유방에 여러 가지 원인으로 염증이 생긴 것을 유선염이라고 하고` 유선염이 진행되어 유방에 고름 주머니가 생긴 것을 유방 농양이라고 합니다.,유방 농양은 20~40세의 여성에게 주로 발생합니다. 원인균은 포도상구균과 연쇄상구균입니다. 감염균은 대부분 수유 중에 아기의 입을 통하여 엄마 유방의 손상된 피부 부위를 통해 침입합니다. 세균은 젖이 고여 있는 곳에서 아주 잘 자라며` 염증과 고름을 만듭니다. 유선염 환자의 5~11%가 유방 농양으로 진행합니다. 유방 농양은 주로 유두가 함몰된 경우에 잘 발생합니다. 이때는 항상 깨끗이 하도록 합니다. 감염균은 피부의 손상 없이 유관을 통해 침입하기도 합니다. 당뇨병 등의 만성 질환이 있으면 감염에 대한 면역력이 감소하여 수유에 관계없이 유방 조직에 감염 및 염증을 일으킬 수 있습니다. 유방이 손상을 받은 경우` 즉 부딪혀 으깨지거나 날카로운 물건에 찔린 경우에도 생길 수 있습니다.,염증에 의해 유방의 통증` 부종` 발적` 국소적 또는 전신적인 발열` 가려움증` 유두로 분비되는 농양` 겨드랑이 부위의 림프절이 커지는 등의 증상이 나타날 수 있습니다. 염증이 심해지면 조직이 녹고 고름집이 만들어집니다. 이로 인해 아프고 물렁물렁한 멍울이 생깁니다. 유방 전체가 단단해지고` 감염 부위 유방의 피부 변화(발적)와 심한 통증을 보입니다. 만성으로 진행되기도 하며` 커다란 농양을 형성하기도 합니다. 
유방염,유방외과,유선염은 유방에 생기는 세균성 감염을 말합니다.,유선염은 병균이 유두의 상처로 침범한 뒤 고인 젖에서 자라서 발생합니다. 유선염은 젖꼭지가 갈라졌거나 젖 구멍이 막힌 경우에 더 잘 발생합니다. 너무 꽉 끼이는 브래지어를 사용하면 유방을 압박해서 유관이 막히고` 이렇게 막힌 유관에 젖이 고이면 유선염이 생길 수 있습니다. 그 밖에 아기에게 젖을 자주 주지 않은 경우` 빈혈` 스트레스` 피로 등으로 엄마의 면역이 떨어진 경우에 잘 생깁니다.,유선염에 걸리면 유방이 아프면서 38`5℃ 이상의 고열이 생깁니다. 한기가 들기도 하며` 온몸이 쑤시고 감기에 걸린 것처럼 아프기도 합니다. 유선염이 생긴 부위는 쐐기 모양으로 붉게 변하고` 열감이 느껴지며` 붓고 아프고` 콕콕 찌르는 느낌이 들기도 합니다. 유방 내부에 멍울이 생겨 아픕니다. 겨드랑이 하부의 림프절이 붓기도 합니다. 대개 한쪽의 유방에만 생깁니다.
임신,산부인과,임신이란 수정란이 자궁 내벽에 착상하여 모체로부터 영양을 공급받으며 태아로 발육하는 과정이다. 사람의 임신기간은 일반적으로 약 280일이다.,,
자궁근종,산부인과,자궁의 평활근종은 자궁의 근육세포에서 생기는 종양입니다. 자궁에서 가장 흔히 발생하는 양성 종양입니다. 흔히 자궁근종이라고 부릅니다. 에스트로겐의 영향을 받는 일종의 호르몬 의존성 종양입니다. 여성에게 비교적 흔한 질병으로` 가임기 여성의 약 25~35%에서 발견됩니다. 특히 35세 이상의 여성 40~50%에게 발견됩니다.,자궁 평활근종의 원인은 아직까지 정확하게 밝혀지지 않았습니다. 다만` 자궁의 평활근을 이루는 세포 중 비정상적인 세포가 증식하여 자궁근종을 형성하는 것으로 추정됩니다. 가족력도 어느 정도 있습니다.,자궁 평활근종이 있는 여성이더라도 50% 이상은 특별한 증상이 나타나지 않습니다. 증상이 있는 경우에는 자궁근종의 위치` 수` 크기 등에 따라 다양한 증상이 유발될 수 있습니다. 월경 과다가 가장 흔한 증상입니다. 이 밖에도 비정상 자궁 출혈` 월경 불순` 골반 통증` 월경통` 골반 압박감` 빈뇨` 성교통` 복통` 요통` 불임 및 생식기능 이상 등의 증상이 나타날 수 있습니다.
