name,department,info,cause,symptom
자궁외임신,산부인과,자궁 외 임신은 수정란이 정상적으로 착상을 하는 장소인 자궁 내부가 아니라 다른 장소에 착상되는 임신을 말합니다.,자궁 외 임신에서 수정란이 흔히 착상하는 부위로는 난관` 자궁 경관` 난소` 복강 등이 있습니다. 그중에서 95%는 난관 임신에 해당합니다. 자궁 외 임신은 다양한 원인에 의해 발생할 수 있습니다. 골반 감염에 의한 염증` 수술 등에 의한 난관 손상` 피임을 위해 자궁 내 피임 장치를 삽입한 경우` 불임 수술` 과거의 개복 수술 경험` 유산` 불임` 난관의 비염증성 질환` 자궁내막증` 자궁근종` 약물` 흡연 등이 관련되어 있습니다.,자궁 외 임신의 초기 증상은 둔한 하복부 통증과 소량의 출혈입니다. 일반적인 유산의 초기 증세와 비슷하다고 생각하거나` 생리가 늦어진다고 생각하여 그냥 지나치는 경우가 많습니다. 하지만 착상된 수정란이 점차 커지면서 난관 파열` 혈복강` 질 출혈이 일어날 수 있습니다. 난관 파열이나 난관 유산되면 갑자기 하복부에 심한 통증과 함께 질 출혈이 발생합니다. 얼굴이 창백해지고` 맥이 빨라지고` 식은땀이 나고` 호흡이 곤란해집니다. 병이 진행되면 복강 안에 대량의 출혈이 일어나 쇼크 상태에 빠지기도 합니다. 출혈이 심한 경우에는 응급 수술 등의 응급 치료가 필요합니다.
장폐색,소화기내과`소아외과`대장항문외과,장폐색은 소장이나 대장의 일부가 여러 요인에 의해 부분적으로 또는 완전히 막혀서 장의 내용물(음식물` 소화액` 가스)이 빠져나가지 못하여` 배변과 가스가 장내에 축적되어 장애를 일으키는 현상을 말합니다.,장폐색의 원인은 크게 장관이 기계적으로 막힌 경우와 장관의 운동이 마비된 경우로 나눌 수 있습니다. ① 장관이 기계적으로 막힌 경우장의 통과 장애가 일어나서 장관이 기계적으로 막힙니다. 개복 수술 후에 장의 유착이 생긴 경우` 대장암 등으로 장관이 막힌 경우` 탈장이 심하고 오래되어 장관이 막힌 경우` 장중첩이 일어난 경우` 장관의 일부가 꼬여 매듭을 이루는 경우에 발생할 수 있습니다. ② 장관의 운동이 마비된 경우장 이외의 장소에서 일어난 장애의 영향을 받아 장 기능이 저하되어 발생합니다. 위 또는 십이지장 궤양의 천공 등으로 급성 복막염이 생긴 경우` 급성 췌장염` 급성 담낭염` 복부 외상 등으로 복막에 심한 자극이 생긴 경우` 복부 수술을 시행한 직후 과량의 장기능 억제제를 사용한 경우에 발생할 수 있습니다.,장폐색의 대표적인 증상으로는 복통` 구토가 있습니다. ① 복통복통은 발작성 혹은 경련성 통증으로 나타납니다. 좁아진 부위로 음식물을 밀어내기 위해서 장운동이 늘어나면서 통증이 생깁니다. 처음에는 폐색을 일으킨 부분에만 통증이 나타나다가` 점차 배 전체로 퍼지게 됩니다. ② 구토장이 폐색된 병변의 위쪽 부분은 음식이나 체액` 소화액` 가스 등이 차면서 급격히 팽창하여 복부 팽만과 오심` 구토를 초래합니다. 구토의 정도는 폐색이 일어난 부위에 따라 다릅니다. 상부 소장이 막히면 처음부터 심한 구토증이 나타납니다. 처음에는 황갈색의 담즙이 섞인 액체를 토하다가` 시간이 지나면 대변 냄새가 나는 물질을 토합니다. 또한 수분 결핍이 심하며` 전신 증상도 단시간 내에 악화됩니다. ③ 기타장이 완전히 폐색되면 대변을 보고 싶지만 전혀 볼 수 없습니다. 장폐색이 일어난 부분의 아래쪽 변은 배설될 수도 있습니다. 장폐색의 원인이 장중첩증일 때는 혈변이 나오기도 합니다. 소화 흡수 장애에 의한 수분과 전해질의 불균형에 의해 탈수` 빈맥` 저혈압이 나타납니다.
전립선염 / 전립선암,비뇨의학과,전립선에 염증이 생기는 병으로` 성인 남성에서는 50%가 평생동안 한번은 전립선염 증상을 경험한다고 할 정도로 흔한 질환입니다./전립선에 암세포가 발생한 것입니다.,만성 전립선염이 생기는 가장 흔한 원인으로는 요로계 감염 시 세균이 요도를 통해 직접 감염이 되는 경우입니다. 그러나 전립선액의 배설장애` 전립선 내로의 요 역류가 원인이 되기도 하며 치질이나 대장염과 같은 염증이 림프관을 통해 전염될 수도 있습니다. 대표적인 원인균으로는 장내 세균` 장구균` 임질균` 유레아플라즈마` 클라미디아 등이 있으며 바이러스` 원충류의 감염과 자가면역` 정신적 요인(스트레스` 피로` 우울증) 또한 원인이 될 수 있습니다. 전립선액 내의 항균인자인 아연의 농도 저하` 전립선 석회화나 결석도 재발의 원인으로 작용할 수 있습니다.,가장 흔히 호소하는 증상은 회음부의 불쾌감으로 가벼운 불쾌감에서 심한 작열감 및 압박감` 통증까지 다양하게 나타납니다.전신무력감` 피로` 빈뇨` 배뇨곤란` 긴박뇨` 잔뇨감` 야간뇨` 요도구 끝의 통증이나 불쾌감` 사정 시의 통증이나 이상 분비물` 발기부전이나 조루 등이 나타날 수 있습니다. 또 소변이 탁하고 간혹 우윳빛이나 혈성 분비물이 보이기도 합니다. 과음` 과로` 스트레스` 과격한 성생활` 장거리 운전` 장시간 앉아서 일을 한 후에는 증상이 악화될 수 있습니다. 기타 증상으로는 팔다리저림` 허리 통증 등의 이상을 보이기도 합니다.
전염성 단핵구증,감염내과`혈액내과,감염성 단핵구증은 주로 엡스타인-바 바이러스(EBV)에 의해 발생하는 일련의 증상(발열` 편도선염` 림프절 비대)을 일컫는 진단명입니다.,감염성 단핵구증의 가장 주된 원인은 엡스타인-바 바이러스(EBV)이며` 바이러스가 림프구를 감염시킴으로써 여러 가지 증상이 나타납니다. 이 감염은 매우 흔하게 나타납니다. 또한 감염된 사람 중 절반 이상은 특별한 증상이 발견되지 않기 때문에 감염 여부를 모르고 지나가는 경우가 있습니다. 전파의 주된 경로는 타액입니다. 기침이나 재채기에 의해 감염된 타액의 비말과 점액이 공중에 떠다니다가 다른 사람에게 호흡되어 전파되거나` 같은 그릇에 음식을 나누어 먹거나 마시면서 감염되기도 합니다.,감염된 후 4~8주 정도의 잠복기가 지난 후에 증상이 나타납니다. 첫 증상은 무기력함이나 쇠약감` 식욕 상실` 고열` 오한입니다. 그 이후에 점차 심한 증상이 나타나는데` 가장 흔한 증상으로 인후통` 발열` 이하선 부종이 있습니다. 편도가 심하게 붓거나 점액이 낄 수 있고` 인후통으로 인해 음식물을 삼키기 힘들며 목` 겨드랑이` 사타구니의 림프절의 통증과 부종이 있습니다. 또한 비장이 커져서 복부에 압통을 느낄 수 있으며` 식욕 감퇴` 체중 감소` 두통` 피로감이 생깁니다. 드물게 얼굴과 몸에 발진이 나타나기도 합니다. 인후통과 고열 증상은 금방 없어지며 다른 증상도 일주일 정도 지나면 호전됩니다. 그러나 통증이 오래 남아 있을 수 있고` 감염 후 수개월 동안 무기력증을 호소하기도 합니다.
질염,산부인과,질염은 여성의 생식기인 질이 세균에 감염되어 염증이 생긴 것을 의미합니다. 정상적인 질에서는 항상 윤활액을 분비하여 질벽을 보호합니다. 이러한 분비물은 냄새가 없고 맑아야 정상입니다. 그러나 질에 염증이 생기면 질 분비물의 냄새가 심하거나` 외음부의 가려움증이 생기거나` 색깔이 평소와 다르게 변합니다.,질염은 원인에 따라 세균성 질염` 트리코모나스 질염` 칸디다 질염 등으로 나눌 수 있습니다. 정확한 기전은 알려지지 않았습니다. 다만 성교나 질 세척 후 질 내의 산도(pH4.5)가 변화되어 질염을 유발한다고 알려져 있습니다. 그 외에도 꽉 조이는 의류나 통기가 안 되는 옷의 착용` 경구용 피임제 복용` 폐경` 당뇨병 등 질 내의 산도를 변화시킬 수 있는 요인에 의해서 질염이 생길 수 있습니다.,질염의 가장 흔한 증상은 분비물 증가입니다. 심하면 속옷이 젖을 정도로 분비물이 많이 나오기도 합니다. 질 분비물에서 비린내 같은 악취가 나는 경우도 있습니다. 질 입구의 가려움` 화끈거림` 성관계 시 통증` 배뇨 시 쓰라림 등을 동반합니다.
척추관 협착증,마취통증의학과`신경외과`정형외과,여러 개의 작은 척추뼈가 모여서 척추라는 인체의 기둥을 이룹니다. 척추뼈 사이에는 척추뼈끼리 부딪치는 것을 막아주는 쿠션 같은 역할을 하는 '디스크(disc)'라는 말랑말랑한 젤리 같은 구조물이 있습니다. 우리말로는 '추간판'이라고 합니다. 디스크(추간판)의 한가운데에는 젤리같이 찐득찐득한 '수핵'이라는 물질이 들어 있습니다. 그 주변에 수핵을 둘러싸는 '섬유륜'이라는 두꺼운 막이 있습니다. 디스크는 전체적으로 자동차의 타이어와 같은 형태입니다. 디스크는 일어선 상태에서는 중력을 받아 납작해져서 바깥쪽으로 약간 볼록한 형태가 됩니다. 디스크는 그 특수한 구조 때문에 웬만한 힘이 가해져도 효율적으로 쿠션 역할을 할 수 있습니다. 그러나 갑자기 무거운 물건을 들어 올리거나` 부자연스러운 자세를 오랫동안 취하면 디스크에 무리한 힘이 가해지면서 디스크가 밖으로 돌출됩니다. 심한 경우 디스크를 감싼 막이 터지면서 그 안에 있는 수핵이 튀어나옵니다. 디스크는 대개 후방이나 후외방으로 돌출됩니다. 이때 바로 곁에 있는 신경을 누르게 됩니다. 돌출된 디스크는 척추의 어느 부위에나 생길 수 있습니다. 목에 생기면 '목 디스크'` 등에 생기면 '등 디스크'` 허리에 생기면 '허리 디스크'라고 부릅니다. 이와 같이 디스크가 돌출되어 신경을 눌러 요통 및 다리가 아프고 저린 증상을 일으키는 병을 '추간판 탈출증' 또는 '디스크 탈출증'이라고 합니다. 발생 빈도별로 보면 허리 디스크가 가장 흔합니다. 그다음이 목 디스크입니다. 등 디스크는 드문 병입니다.,허리 디스크의 정확한 원인은 아직 밝혀지지 않았습니다. 다만 가장 유력한 원인은 '변성된 디스크에 과도한 외력이 가해지면서 디스크가 돌출되는 것'으로 생각됩니다. 그동안 어떤 사람들이 허리 디스크에 잘 걸리는지에 대한 연구가 많이 진행되었습니다. 그러나 무거운 물건을 많이 드는 직업` 운전을 많이 하는 직업` 흡연을 하는 사람에게 위험성이 높다는 사실 이외에 아직 뚜렷하게 입증된 사실이 없습니다. 나이가 들수록 디스크 돌출의 빈도가 높아집니다. 이 때문에 어떤 의사들은 허리 디스크를 나이가 들면서 생기는 노화 현상이라고 말합니다. 나이가 들면 디스크 내부의 수분 함량이 줄어들면서 디스크가 탄력을 잃게 되는데` 탄력을 잃은 디스크에 무리한 힘이 가해지면 디스크가 돌출된다는 것입니다. 하지만 10세의 어린아이에서도 디스크가 발생하는 것으로 보아 노화 현상만으로 다 설명할 수는 없습니다.,허리 디스크 환자에게 가장 두드러지게 나타나는 두 가지 증상은 '요통'과 '다리가 저리고 아픈 증상'입니다. 환자에 따라서 요통이 주 증상인 경우도 있고` 다리의 통증이 주 증상인 경우도 있습니다. 하지만 대부분의 허리 디스크는 요통보다 다리의 통증이 더 심한 것이 특징입니다. 다리의 증상이 전혀 없이 요통만 있는 경우는 허리 디스크보다는 다른 원인이 있을 가능성이 있습니다. 허리 디스크에서 요통은 허리 부위뿐만 아니라 엉덩이 부위의 통증으로도 많이 나타납니다. 다리의 통증은 허리나 엉덩이에서 시작하여 허벅지와 장딴지의 뒤쪽과 바깥쪽을 따라서 발등이나 발바닥까지 내려가는 방사통의 양상으로 나타납니다. 대개의 경우 한쪽 다리나 한쪽 엉덩이에서 통증을 느끼지만` 심한 경우 양쪽 다리 모두 통증을 느낍니다. 돌출된 디스크로 신경이 심하게 눌리는 환자는 발목이나 발가락 마비` 감각 저하 등의 신경 증상을 보입니다. 
천식,호흡기내과`알레르기내과`소아천식아토피센터,천식은 알레르기 염증에 의해 기관지가 반복적으로 좁아지는 만성 호흡기 질환입니다. 기관지가 좁아져서 숨이 차고` 기침이 나며` 가슴에서 색색거리는 소리가 들리고` 가슴이 답답해지는 증상이 반복적으로 되풀이됩니다. 우리나라 성인 인구의 5% 정도가 천식을 앓는 것으로 알려져 있습니다. 최근 전 세계적으로 천식 환자 수가 증가하고 있습니다.,1` 대기 알레르겐 1) 꽃가루봄에는 수목` 여름에는 목초` 가을에는 잡초 화분이 날립니다. 화분은 바람에 의해 수 km씩 이동하므로 도시에서도 높은 분포를 보입니다. 2) 곰팡이실외의 곰팡이는 종류에 따라 포자 형성 시기가 다르기는 하지만` 우리나라에서는 우기인 7` 8월에 분포가 절정에 달합니다. 집 안의 곰팡이는 습도가 높은 지하실` 창고` 부엌에 많습니다. 부패한 음식물에도 곰팡이가 숨기 쉽습니다. 청결 유지와 실내 습도를 낮추는 것이 예방책입니다. 3) 집먼지 진드기카펫` 침대 매트리스` 천으로 만든 소파` 커튼` 봉제 인형 등에 서식합니다. 4) 바퀴벌레바퀴벌레는 체부가 중요한 알레르겐입니다. 약제로 박멸합니다. 실내` 특히 부엌을 깨끗이 유지하고` 음식물 찌꺼기를 없애야 합니다. 5) 동물 알레르겐고양이는 털뿐 아니라 침에도 알레르겐이 존재합니다. 애완견도 문제가 됩니다. 개와 고양이의 털 사이에는 교차 항원성이 존재합니다. 2` 실내의 비특이적 자극원 1) 담배 연기담배 연기는 증상을 악화시키므로 천식 환자는 금연해야 합니다. 부모가 흡연할 경우에 아동의 천식 발생 빈도가 증가합니다. 2) 냄새음식 조리 시 발생하는 냄새` 향수` 각종 스프레이` 방향제` 난방 기구의 냄새 등이 천식 증상을 악화시킬 수 있으므로 음식을 조리할 때는 후드를 사용하고` 환기해야 합니다.,기관지 천식은 유전적 요인과 환경적인 요인이 함께 상호작용하여 나타납니다. 기관지 천식의 특징적인 증상-  천명 : 숨을 들이쉬고 내쉴 때 나는 휘파람과 비슷한 소리(색색거리는 소리)-  기침 : 발작적이고 밤에 더 심합니다.-  흉부 압박 : 가슴을 조이는 듯한 답답한 느낌-  호흡 곤란 : 마치 빨대를 입에 물고 숨을 쉬는 것처럼 숨이 찹니다.-  가래 : 끈끈하고 덩어리가 진 가래 1` 천식 증상은 복합적이며 자주 변합니다.환자에 따라 기침만 하거나` 호흡 곤란만 느낄 수도 있습니다. 하지만 환자는 대부분 이런 증상들이 함께 나타납니다. 천식의 증상은 오래 지속되기도 하고 반복되기도 하는 등 자주 변화합니다. 2` 환자에 따라 같은 양상의 발작이 반복됩니다.어떤 사람은 감기 증상이 있다가 서서히 악화되어 심한 천식 발작을 일으키기도 하지만` 어떤 사람은 전혀 증상이 없다가 갑자기 심한 천식 발작을 일으키기도 합니다. 증상의 발현과 악화 정도` 회복 기간 등이 환자마다 특징적 양상으로 반복되는 경우가 많습니다.
추간판 탈출증,신경외과`정형외과,경추 추간판 탈출증은 디스크(추간판)가 밀려나 주위 신경근을 자극하여 통증을 일으키는 질환으로` 흔히 ‘목 디스크’라고 부릅니다. 척추는 33개의 뼈로 연결되어 있는데` 척추의 뼈와 뼈 사이에서 몸의 충격을 흡수하고 완충하는 것이 추간판` 일명 ‘디스크’입니다. 디스크는 스프링처럼 충격을 완화하고 척추뼈들끼리 부딪히지 않도록 보호합니다. 디스크는 80%가 수분 성분인 젤리처럼 생긴 수핵(가운데 위치)과 이 수핵을 둥글게 둘러싼 섬유륜으로 구성됩니다. 나이가 들면 수핵의 수분 함량이 감소하여 탄력성이 떨어지고` 나쁜 자세나 사고 등 외부적인 자극이 가해져 디스크가 밀려나는데` 이것이 이 질환의 원인이 됩니다.,경추 추간판 탈출증은 일상생활의 잘못된 습관이나 사고 등으로 인해 목에 직접적인 충격이 가해졌을 때 나타나기 쉽습니다.① 장시간 앉아 있으면서 머리와 목을 앞으로 내미는 습관② 눈이 나빠 눈을 찡그리며 목을 빼고 앞으로 보는 습관③ 사고 등 직접적인 충격으로 목뼈나 관절에 손상이 생긴 경우④ 평발이거나 발에 맞지 않은 신발을 계속 신는 경우⑤ 무거운 물건을 들어 올리는 경우⑥ 높은 베개를 사용하는 경우,경추 추간판 탈출증의 증상은 다음과 같습니다.① 목의 통증② 어깨` 팔` 손바닥` 손가락의 통증③ 감각 이상(만지면 전기가 오듯 저린 느낌` 둔한 느낌)④ 마비 증상(쥐는 힘이 떨어져 물건을 놓침` 팔을 들어 올리기가 힘듦`)⑤ 눌리는 신경의 위치에 따라 통증의 위치도 변함`
췌장염,소화기내과`간담도췌외과,급성 췌장염은 담석` 음주` 약물` 종양` 손상 등의 원인에 의해 췌장이 자가 소화되는 급성 염증성 질환을 의미합니다.,급성 췌장염의 가장 흔한 원인은 담석과 음주입니다. 이 외에 고중성지방혈증이나 고칼슘혈증` 약물` 췌장 기형` 복부 손상` 감염` 유전 등의 원인이 있습니다. 내시경적 역행성 췌담관조영술에 의해서 발생하기도 합니다.,급성 췌장염이 생기면` 반듯하게 누워 있을 때 복부 통증이 심해져서 허리를 앞으로 굽히고 무릎을 끌어당긴 자세를 취하게 됩니다. 왼쪽 배 또는 오른쪽 어깨로 뻗어 나가는 통증이 생깁니다. 복부 통증은 보통 음식 섭취로 인해 악화됩니다. 대부분 구역질과 구토를 합니다. 담석이 원인인 경우 황달이 나타나기도 합니다. 기름진 음식이 잘 소화되지 않아 회색 변을 보기도 합니다.
쿠싱증후군,내분비내과`신경과`신경외과,쿠싱 증후군은 우리 몸이 필요 이상으로 많은 양의 당류코르티코이드라는 호르몬에 노출될 때 생기는 질환입니다.,쿠싱 증후군은 부신에서 필요 이상의 당류코르티코이드를 만들어내거나` 외부에서 많은 양의 당류코르티코이드가 유입되었을 때 생길 수 있습니다. 부신에서 필요 이상으로 많은 당류코르티코이드를 만들어내는 원인은 다음 세 가지가 있습니다. ① 뇌하수체에서 당류코르티코이드 분비를 조절하는 부신피질자극호르몬이 많이 분비되는 경우입니다. 이는 주로 뇌하수체에서 부신피질자극호르몬을 분비하는 종양이 생겨서 발생합니다. ② 부신에 종양이 생겨 이 종양에서 당류코르티코이드를 과다 생성하는 경우입니다. ③ 뇌하수체가 아닌 다른 곳(폐종양 등)에서 부신피질호르몬을 많이 생성하고` 이 때문에 부신에서 당류코르티코이드를 과다 생성하는 경우입니다.,쿠싱 증후군이 있으면 얼굴 모양이 달덩이처럼 둥글게 되며` 목뒤와 어깨에 피하지방이 과도하게 축적됩니다. 이뿐만 아니라 골다공증이나 근력이 허약해지는 등 근골격계 증상도 나타납니다. 이외에도 여드름` 조모증` 홍조` 피부가 얇아지는 증상` 멍이 잘 드는 증상` 자색 선조` 성기능 이상` 혈당 상승` 혈압 상승 등의 증상이 나타납니다.
크롬세포친화종,내분비내과,갈색세포종은 주로 부신수질에서 발생하는 종양을 말합니다.,갈색세포종의 10~30％는 가족 유전성입니다. 이 경우 여러 내분비 장기에 다발성으로 종양이 발생하기도 합니다.,부신 종양으로 인해 호르몬 중 혈압을 높이는 물질인 아드레날린` 노르아드레날린 등의 카테콜라민이 과다하게 생산` 분비되면 혈관이 수축하여 고혈압이 발생합니다. 호르몬 분비로 혈당이 높아지기도 합니다. 또한 두통` 심계항진이 생길 수 있으며` 심장발작이나 뇌졸중이 생길 수 있습니다. 이 외에 어지럼증` 시력장애` 오심` 구토` 체중 감소` 이명` 변비` 땀을 많이 흘리는 증상` 사지가 차가워지는 증상이 나타나기도 합니다. 또 앞쪽 흉부가 조여지는 것 같은 협심증과 유사한 증상이 생길 수 있습니다. 한편` 종양이 있어도 아무런 증상이 나타나지 않는 경우도 있습니다. 
폐 색전증,심장내과`심장병원,폐 혈전색전증은 다리에 있는 굵은 정맥에 생긴 핏덩어리(혈전)가 떨어진 후 혈류를 타고 돌아다니다가 가느다란 폐동맥 혈관 가지를 막음으로써 발생하는 증상입니다,폐 혈전색전증을 유발하는 위험 요인으로는 고령` 수술` 외상` 부동` 마비` 암 또는 항암 치료` 색전증의 과거력 및 가족력이 있습니다. 이외에 임신 또는 최근 출산력` 경구 피임약 복용 또는 호르몬 대체 요법` 심부전` 호흡 부전` 신부전 등 내과적 질환이 있으며 비만` 흡연` 중심 정맥관 등도 유발 요인입니다.,폐 혈전색전증의 증상은 다음과 같습니다. ① 흉통` 호흡 곤란이 있습니다. 객혈은 환자의 20%에서 관찰됩니다.② 폐 색전증 환자에서 객혈은 폐경색을 의미합니다. 이는 발열의 원인이 됩니다.③ 흉골하 혹은 명치끝 통증은 우심실의 심장내막하경색과 연관성이 있습니다.④ 심한 곤란 상태일 때는 수축기 혈압이 100mmHg 미만이며` 맥박 수가 혈압을 초과합니다.(쇼크 지수 측정 : 맥박 수/수축기 혈압 > 1`0)⑤ 심정지는 가장 심한 곤란 상태를 시사합니다.(폐 색전증 환자 중 82%)(무맥성 심장 활동 60%` 무수축 30%)⑥ 빈맥은 중요한 소견이지만` 빈맥 유무를 가지고 폐 색전증이 아니라고 판단할 수는 없습니다.(50% 이상에서 맥박은 100회/min 미만)
폐경,내분비내과`산부인과,폐경은 '월경이 중지되는 것'을 의미합니다. 의학적 의미의 폐경은 마지막 월경이 있은 후 1년간 월경이 없는 경우입니다.,폐경 연령은 환자마다 차이가 있을 수 있습니다. 40세 이전` 또는 그 이전에 조기 폐경이 발생하는 경우도 있습니다. 그러나 폐경 연령에 차이가 나는 이유는 분명하지 않습니다. 사람마다 유전적으로 결정된 폐경 시기에 차이가 있다고 생각됩니다. 이 밖에도 수술` 항암제` 방사선 치료` 감염` 환경 호르몬 등이 폐경에 영향을 미친다고 추측됩니다. ,폐경 증상 중 신체적인 증상으로는 안면 홍조` 발한` 두통` 심계항진` 불면` 심한 피로감` 피부 속으로 뭔가 기어가는 듯한 느낌이 있습니다. 심리적 증상으로는 불안` 우울` 감정 변화` 건망증` 소외감 등이 있으며` 성감 감소` 요실금이 발생할 수도 있습니다. 체내 지지 조직의 지지력 상실 및 뼈 약화로 인해 요통` 근육통` 관절통이 나타날 수 있습니다. 이 증상이 더 진행되면 골다공증으로 인한 골절이 잦아집니다. 일반적으로 폐경기 증상은 3~5년 정도 지속되지만` 이는 사람마다 차이가 있으므로 정확하게 단정할 수 없습니다. 증상을 거의 느끼지 못하는 경우도 있고` 수개월 내에 증상이 사라지는 경우도 있으며` 증상이 10년 이상 지속되는 경우도 있습니다.  
폐렴,노년내과`호흡기내과`소아천식아토피센터,폐렴은 세균이나 바이러스에 의해 세기관지 이하 폐조직에 염증이 발생하는 감염성 질환입니다. 일반적으로 발열` 기침` 가래와 같은 증상이 나타납니다. 흉부 X-ray 사진에서 폐렴을 의심할 수 있는 소견이 확인됩니다.,폐렴의 원인으로는 세균` 바이러스` 곰팡이 등이 있습니다. 드물게는 화학 물질이나 구토물 같은 물질을 흡입함으로써 폐에 염증이 생길 수 있습니다. 요즘은 효과적인 항생제 덕분에 폐렴의 많은 경우가 완치가 되고 있습니다. 하지만 폐렴 원인균의 항생제 내성도 전차 더 강해지고 있어 폐렴은 옛날보다 더 치료하기 어려워졌습니다. ,폐렴이 생기면 기침` 가래` 호흡 곤란과 같은 증상이 나타납니다. 특히 가래 색깔이 노랗거나 탁하게 변하는 경우가 많습니다. 발열` 오한이 동반되는 경우가 흔합니다. 하지만 경미한 폐렴의 경우에는 특별한 증상이 나타나지 않을 수 있습니다. 피로감` 두통` 설사와 같은 비특이적인 증상이 발생하는 경우도 있습니다.
폐암,종양내과`호흡기내과`방사선종양학과`흉부외과`암병원,폐암이란 폐에 비정상적인 암세포가 무절제하게 증식하여 종괴(덩어리)를 형성하고 인체에 해를 미치는 것을 말합니다. 폐암은 폐에 국한되어 발견되기도 합니다. 하지만 폐암은 진행되면 반대쪽 폐뿐만 아니라 임파선이나 혈액을 통하여 뼈` 간` 부신` 신장` 뇌` 척수 등 온몸으로 전이될 수 있습니다. 미국에서는 연간 99`000명 정도의 남성` 78`000명 정도의 여성이 폐암 진단을 받으며` 진단 후 5년 이내에 86% 정도가 사망합니다. 한국인 사인 분류 통계에 의하면 폐암은 지속적으로 증가하고 있고` 사망률 또한 꾸준히 증가하고 있습니다.,흡연은 폐암의 가장 큰 발병 요인입니다. 흡연자는 비흡연자에 비해 폐암에 걸릴 위험이 15~80배까지 증가하는 것으로 알려져 있습니다. 대기 오염 등의 환경 요인도 폐암 발병과 관련이 있습니다. 한편 직업에 따라 석면이나 크롬 등의 물질에 노출되는 것이 폐암의 원인으로 지적되기도 합니다. 이러한 물질의 노출에 흡연 습관이 더해지면 폐암이 발생할 가능성이 높아진다고 알려져 있습니다. 이외에 유전적 요인` 호흡기 질환의 과거력이 폐암의 유발 요인이 됩니다.   ,폐암은 특이 증상이 없는 경우가 많습니다. 일반적으로 감기 증상` 기침` 피 섞인 가래 혹은 객혈` 호흡 곤란` 흉부 통증` 목이 쉰 소리가 나는 등의 증상이 발생합니다. 
피부염,피부과,피부염은 피부에 생긴 염증을 말합니다. 이는 습진과 같은 의미로 사용되기도 합니다.,염증의 원인은 불확실한 경우가 많습니다.,염증의 형태와 양상은 매우 다양합니다. 습진이라고 하면 습한 곳에 생기는 것이라고 생각하는 경우가 있지만` 습한 부위에 생겨서가 아니라 피부병의 모양이 습하게 보이는 경우가 있어서 습진이라는 부르는 것입니다.
혈액응고장애,혈액종양내과,혈소판이나 혈액응고인자가 모자라거나` 그 기능에 이상이 있으면 출혈이 일어나도 피가 잘 멎지 않습니다.,,
횡문근융해증,신장내과,횡문근융해증이란 외상` 운동` 수술 등의 이유로 근육에 에너지 공급이 충분하지 않아 괴사가 일어나고` 이로 인해 생긴 독성 물질이 순환계로 유입되는 질환입니다. 이 독성 물질은 신장의 필터 기능을 저하시켜 급성 세뇨관 괴사나 신부전증을 일으킵니다.,횡문근융해증의 원인은 크게 외상이나 근육 압박` 비외상성 운동` 그 외로 나눌 수 있습니다. ① 외상이나 근육 압박압박 증후군` 학대받은 아동` 장시간의 부동 자세` 장기간 근육 압박을 받는 자세로 수술한 경우` ② 비외상성 운동훈련받지 않은 사람이 격렬한 운동을 한 경우` 덥고 습한 환경에서 운동한 경우` 약 복용 등에 의해 땀을 흘리면서 열을 식히는 기전이 손상된 경우` 땀흘림에 의해 저칼륨혈증이 생겨 혈관 확장에 의한 혈류 증가가 안 되는 경우` ③ 그 외대사성 근 질환(당합성` 당분해` 지질 대사` 퓨린대사 장애)` 악성 고열증` 신경 이완제 악성 증후군` 저체온증` 약물` 독소` 감염` 전해질 장애` 내분비 장애` 염증성 근 질환`,횡문근융해증은 근 손상으로 인한 근육 통증과 경직` 근 무력감이 나타납니다. 근 손상이 심한 경우 근육 쇠약이 나타나기도 합니다. 소변의 색이 적색이나 갈색으로 나타납니다.   
